 paso,E_prom_acum,M_prom_acum
       1,  -20.000000,   10.000000
       2,  -20.000000,   10.000000
       3,  -21.333333,    9.333333
       4,  -22.000000,    9.500000
       5,  -22.400000,    9.200000
       6,  -22.666667,    9.000000
       7,  -22.857143,    8.857143
       8,  -23.000000,    8.500000
       9,  -23.555556,    8.444444
      10,  -23.600000,    8.600000
      11,  -23.636364,    8.909091
      12,  -23.666667,    9.000000
      13,  -23.384615,    8.923077
      14,  -23.142857,    8.714286
      15,  -22.666667,    8.666667
      16,  -22.000000,    8.750000
      17,  -20.941176,    8.941176
      18,  -19.777778,    9.222222
      19,  -18.736842,    9.473684
      20,  -17.800000,    9.700000
      21,  -17.142857,   10.000000
      22,  -16.545455,   10.272727
      23,  -16.000000,   10.434783
      24,  -15.333333,   10.666667
      25,  -14.560000,   10.960000
      26,  -13.846154,   11.230769
      27,  -13.185185,   11.481481
      28,  -12.571429,   11.714286
      29,  -12.000000,   12.000000
      30,  -11.466667,   12.333333
      31,  -10.967742,   12.709677
      32,  -10.375000,   13.000000
      33,   -9.818182,   13.212121
      34,   -9.176471,   13.470588
      35,   -8.342857,   13.771429
      36,   -7.555556,   14.000000
      37,   -6.810811,   14.162162
      38,   -6.105263,   14.368421
      39,   -5.435897,   14.615385
      40,   -4.800000,   14.800000
      41,   -4.195122,   15.024390
      42,   -3.619048,   15.238095
      43,   -3.069767,   15.488372
      44,   -2.454545,   15.772727
      45,   -1.866667,   16.088889
      46,   -1.304348,   16.434783
      47,   -0.680851,   16.723404
      48,   -0.083333,   16.958333
      49,    0.489796,   17.183673
      50,    1.040000,   17.400000
      51,    1.568627,   17.647059
      52,    2.076923,   17.884615
      53,    2.566038,   18.113208
      54,    3.037037,   18.370370
      55,    3.418182,   18.654545
      56,    3.857143,   18.892857
      57,    4.280702,   19.122807
      58,    4.758621,   19.379310
      59,    5.288136,   19.593220
      60,    5.800000,   19.766667
      61,    6.360656,   19.967213
      62,    6.967742,   20.129032
      63,    7.555556,   20.253968
      64,    8.125000,   20.375000
      65,    8.738462,   20.523077
      66,    9.393939,   20.696970
      67,   10.029851,   20.865672
      68,   10.529412,   21.000000
      69,   11.014493,   21.159420
      70,   11.485714,   21.342857
      71,   11.943662,   21.521127
      72,   12.388889,   21.666667
      73,   12.876712,   21.780822
      74,   13.405405,   21.918919
      75,   13.920000,   22.026667
      76,   14.421053,   22.105263
      77,   14.857143,   22.155844
      78,   15.282051,   22.179487
      79,   15.696203,   22.177215
      80,   16.150000,   22.200000
      81,   16.592593,   22.197531
      82,   17.024390,   22.195122
      83,   17.445783,   22.216867
      84,   17.857143,   22.261905
      85,   18.258824,   22.282353
      86,   18.744186,   22.279070
      87,   19.218391,   22.298851
      88,   19.681818,   22.318182
      89,   20.179775,   22.359551
      90,   20.755556,   22.377778
      91,   21.318681,   22.395604
      92,   21.869565,   22.413043
      93,   22.451613,   22.451613
      94,   23.021277,   22.510638
      95,   23.578947,   22.547368
      96,   24.166667,   22.604167
      97,   24.742268,   22.659794
      98,   25.346939,   22.734694
      99,   25.939394,   22.787879
     100,   26.520000,   22.840000
     101,   27.089109,   22.891089
     102,   27.647059,   22.941176
     103,   28.194175,   22.990291
     104,   28.730769,   23.019231
     105,   29.257143,   23.047619
     106,   29.773585,   23.075472
     107,   30.280374,   23.121495
     108,   30.777778,   23.185185
     109,   31.266055,   23.247706
