 paso,E_prom_acum,M_prom_acum
       1,  -16.000000,   18.000000
       2,  -16.000000,   17.000000
       3,  -14.666667,   16.000000
       4,  -14.000000,   15.500000
       5,  -13.600000,   14.800000
       6,  -13.333333,   14.000000
       7,  -12.571429,   13.714286
       8,  -11.500000,   13.750000
       9,  -10.666667,   14.000000
      10,   -9.600000,   14.400000
      11,   -8.363636,   14.909091
      12,   -7.333333,   15.333333
      13,   -5.846154,   15.846154
      14,   -4.571429,   16.142857
      15,   -3.466667,   16.400000
      16,   -2.500000,   16.750000
      17,   -1.647059,   17.176471
      18,   -0.666667,   17.444444
      19,    0.210526,   17.578947
      20,    1.400000,   17.800000
      21,    2.476190,   18.000000
      22,    3.454545,   18.181818
      23,    4.347826,   18.434783
      24,    5.333333,   18.583333
      25,    6.240000,   18.800000
      26,    7.076923,   19.076923
      27,    7.851852,   19.407407
      28,    8.857143,   19.642857
      29,    9.793103,   19.793103
      30,   10.666667,   19.933333
      31,   11.483871,   20.064516
      32,   12.250000,   20.125000
      33,   12.969697,   20.181818
      34,   13.764706,   20.176471
      35,   14.628571,   20.228571
      36,   15.444444,   20.277778
      37,   16.216216,   20.378378
      38,   16.947368,   20.473684
      39,   17.641026,   20.615385
      40,   18.300000,   20.700000
      41,   19.024390,   20.829268
      42,   19.714286,   20.952381
      43,   20.372093,   21.023256
      44,   21.181818,   21.136364
      45,   22.133333,   21.288889
      46,   23.043478,   21.391304
      47,   23.829787,   21.446809
      48,   24.583333,   21.458333
      49,   25.306122,   21.428571
      50,   26.160000,   21.440000
      51,   26.980392,   21.450980
      52,   27.769231,   21.423077
      53,   28.603774,   21.433962
      54,   29.481481,   21.481481
      55,   30.327273,   21.490909
      56,   31.214286,   21.464286
      57,   32.070175,   21.438596
      58,   32.965517,   21.379310
      59,   33.830508,   21.322034
      60,   34.800000,   21.233333
      61,   35.737705,   21.180328
      62,   36.709677,   21.096774
      63,   37.650794,   21.047619
      64,   38.562500,   21.031250
      65,   39.446154,   21.015385
      66,   40.303030,   21.000000
      67,   41.194030,   20.955224
      68,   42.117647,   20.941176
      69,   43.014493,   20.898551
      70,   43.885714,   20.857143
      71,   44.788732,   20.845070
      72,   45.666667,   20.833333
      73,   46.520548,   20.794521
      74,   47.405405,   20.729730
      75,   48.266667,   20.666667
      76,   49.105263,   20.631579
      77,   49.922078,   20.597403
      78,   50.717949,   20.589744
      79,   51.493671,   20.582278
      80,   52.250000,   20.600000
      81,   52.987654,   20.617284
      82,   53.707317,   20.634146
      83,   54.506024,   20.626506
      84,   55.333333,   20.595238
      85,   56.141176,   20.588235
      86,   56.930233,   20.558140
      87,   57.747126,   20.551724
      88,   58.545455,   20.522727
      89,   59.325843,   20.494382
      90,   60.088889,   20.488889
      91,   60.835165,   20.461538
      92,   61.565217,   20.434783
      93,   62.322581,   20.430108
      94,   63.106383,   20.404255
      95,   63.873684,   20.400000
      96,   64.625000,   20.395833
      97,   65.319588,   20.412371
      98,   66.000000,   20.448980
      99,   66.666667,   20.484848
     100,   67.400000,   20.540000
     101,   68.158416,   20.613861
     102,   68.941176,   20.666667
     103,   69.747573,   20.737864
     104,   70.615385,   20.826923
     105,   71.466667,   20.933333
     106,   72.301887,   21.037736
     107,   73.121495,   21.140187
     108,   73.925926,   21.222222
     109,   74.752294,   21.284404
     110,   75.563636,   21.345455
     111,   76.396396,   21.387387
     112,   77.250000,   21.410714
     113,   78.088496,   21.433628
     114,   78.947368,   21.438596
     115,   79.756522,   21.426087
     116,   80.517241,   21.431034
     117,   81.230769,   21.452991
     118,   81.932203,   21.457627
     119,   82.621849,   21.445378
     120,   83.333333,   21.450000
     121,   84.033058,   21.471074
     122,   84.721311,   21.508197
     123,   85.430894,   21.560976
     124,   86.129032,   21.596774
     125,   86.816000,   21.632000
     126,   87.523810,   21.682540
     127,   88.220472,   21.748031
     128,   88.937500,   21.796875
     129,   89.674419,   21.860465
     130,   90.400000,   21.938462
     131,   91.114504,   22.015267
     132,   91.818182,   22.075758
     133,   92.511278,   22.150376
     134,   93.194030,   22.223881
     135,   93.866667,   22.296296
     136,   94.529412,   22.367647
     137,   95.182482,   22.437956
     138,   95.855072,   22.492754
     139,   96.517986,   22.532374
     140,   97.171429,   22.571429
     141,   97.843972,   22.595745
     142,   98.507042,   22.633803
     143,   99.188811,   22.685315
     144,   99.888889,   22.750000
     145,  100.606897,   22.827586
     146,  101.342466,   22.917808
     147,  102.040816,   22.993197
     148,  102.756757,   23.054054
     149,  103.463087,   23.100671
     150,  104.160000,   23.146667
     151,  104.794702,   23.205298
     152,  105.421053,   23.276316
     153,  106.039216,   23.346405
     154,  106.649351,   23.402597
     155,  107.251613,   23.458065
     156,  107.846154,   23.500000
     157,  108.433121,   23.541401
     158,  109.012658,   23.582278
     159,  109.635220,   23.635220
     160,  110.275000,   23.700000
     161,  110.931677,   23.776398
     162,  111.580247,   23.864198
     163,  112.245399,   23.963190
     164,  112.926829,   24.073171
     165,  113.624242,   24.193939
     166,  114.337349,   24.325301
     167,  115.041916,   24.455090
     168,  115.738095,   24.583333
     169,  116.426036,   24.710059
     170,  117.105882,   24.835294
     171,  117.754386,   24.970760
     172,  118.395349,   25.104651
     173,  119.052023,   25.225434
     174,  119.678161,   25.333333
     175,  120.297143,   25.440000
     176,  120.909091,   25.556818
     177,  121.514124,   25.661017
     178,  122.112360,   25.764045
     179,  122.703911,   25.865922
     180,  123.311111,   25.977778
     181,  123.911602,   26.088398
     182,  124.505495,   26.208791
     183,  125.092896,   26.316940
     184,  125.673913,   26.423913
     185,  126.248649,   26.529730
     186,  126.817204,   26.634409
     187,  127.401070,   26.727273
     188,  127.978723,   26.819149
     189,  128.571429,   26.920635
     190,  129.178947,   27.010526
     191,  129.780105,   27.089005
     192,  130.375000,   27.177083
     193,  130.963731,   27.274611
     194,  131.546392,   27.371134
     195,  132.123077,   27.456410
     196,  132.693878,   27.551020
     197,  133.258883,   27.634518
     198,  133.818182,   27.707071
     199,  134.371859,   27.778894
     200,  134.920000,   27.850000
     201,  135.462687,   27.920398
     202,  136.019802,   27.980198
     203,  136.571429,   28.039409
     204,  137.137255,   28.088235
     205,  137.697561,   28.136585
     206,  138.252427,   28.184466
     207,  138.821256,   28.222222
     208,  139.365385,   28.250000
     209,  139.904306,   28.277512
     210,  140.457143,   28.314286
     211,  141.042654,   28.360190
     212,  141.641509,   28.396226
     213,  142.253521,   28.441315
     214,  142.859813,   28.485981
     215,  143.441860,   28.520930
     216,  144.037037,   28.564815
     217,  144.626728,   28.608295
     218,  145.211009,   28.642202
     219,  145.808219,   28.684932
     220,  146.400000,   28.736364
     221,  146.986425,   28.787330
     222,  147.585586,   28.828829
     223,  148.197309,   28.860987
     224,  148.803571,   28.883929
     225,  149.404444,   28.915556
     226,  150.000000,   28.946903
     227,  150.590308,   28.969163
     228,  151.192982,   29.000000
     229,  151.790393,   29.030568
     230,  152.400000,   29.069565
     231,  153.004329,   29.099567
     232,  153.603448,   29.129310
     233,  154.197425,   29.158798
     234,  154.786325,   29.196581
     235,  155.353191,   29.242553
     236,  155.915254,   29.288136
     237,  156.506329,   29.324895
     238,  157.092437,   29.361345
     239,  157.673640,   29.405858
     240,  158.250000,   29.450000
     241,  158.838174,   29.485477
     242,  159.421488,   29.520661
     243,  160.000000,   29.563786
     244,  160.573770,   29.614754
     245,  161.142857,   29.673469
     246,  161.707317,   29.731707
     247,  162.267206,   29.789474
     248,  162.854839,   29.838710
     249,  163.437751,   29.879518
     250,  164.016000,   29.928000
     251,  164.589641,   29.984064
     252,  165.158730,   30.039683
     253,  165.707510,   30.102767
     254,  166.267717,   30.173228
     255,  166.823529,   30.235294
     256,  167.375000,   30.296875
     257,  167.906615,   30.350195
     258,  168.434109,   30.403101
     259,  168.957529,   30.447876
     260,  169.461538,   30.484615
     261,  169.961686,   30.513410
     262,  170.458015,   30.534351
     263,  170.935361,   30.547529
     264,  171.393939,   30.553030
     265,  171.849057,   30.566038
     266,  172.315789,   30.571429
     267,  172.779026,   30.584270
     268,  173.238806,   30.589552
     269,  173.695167,   30.587361
     270,  174.162963,   30.592593
     271,  174.627306,   30.597786
     272,  175.088235,   30.602941
     273,  175.545788,   30.608059
     274,  176.000000,   30.613139
     275,  176.450909,   30.625455
     276,  176.898551,   30.637681
     277,  177.342960,   30.649819
     278,  177.784173,   30.654676
     279,  178.236559,   30.652330
     280,  178.685714,   30.650000
     281,  179.131673,   30.647687
     282,  179.588652,   30.652482
     283,  180.056537,   30.650177
     284,  180.521127,   30.647887
     285,  180.996491,   30.652632
     286,  181.454545,   30.664336
     287,  181.909408,   30.668990
     288,  182.347222,   30.666667
     289,  182.782007,   30.657439
     290,  183.213793,   30.655172
     291,  183.642612,   30.646048
     292,  184.068493,   30.636986
     293,  184.505119,   30.634812
     294,  184.952381,   30.639456
     295,  185.396610,   30.650847
     296,  185.851351,   30.655405
     297,  186.316498,   30.666667
     298,  186.778523,   30.684564
     299,  187.237458,   30.702341
     300,  187.693333,   30.713333
     301,  188.146179,   30.724252
     302,  188.596026,   30.728477
     303,  189.069307,   30.739274
     304,  189.539474,   30.750000
     305,  190.006557,   30.760656
     306,  190.470588,   30.777778
     307,  190.931596,   30.788274
     308,  191.389610,   30.792208
     309,  191.844660,   30.789644
     310,  192.296774,   30.780645
     311,  192.745981,   30.778135
     312,  193.192308,   30.769231
     313,  193.635783,   30.760383
     314,  194.089172,   30.757962
     315,  194.539683,   30.761905
     316,  195.000000,   30.772152
     317,  195.457413,   30.776025
     318,  195.924528,   30.773585
     319,  196.388715,   30.771160
     320,  196.862500,   30.762500
     321,  197.333333,   30.753894
     322,  197.813665,   30.739130
     323,  198.291022,   30.730650
     324,  198.765432,   30.716049
     325,  199.236923,   30.695385
     326,  199.705521,   30.680982
     327,  200.171254,   30.666667
     328,  200.646341,   30.646341
     329,  201.118541,   30.626140
     330,  201.587879,   30.606061
     331,  202.054381,   30.586103
     332,  202.530120,   30.572289
     333,  203.003003,   30.558559
     334,  203.485030,   30.538922
     335,  203.964179,   30.519403
     336,  204.452381,   30.494048
     337,  204.937685,   30.468843
     338,  205.420118,   30.449704
     339,  205.911504,   30.436578
     340,  206.411765,   30.429412
     341,  206.909091,   30.422287
     342,  207.391813,   30.421053
     343,  207.871720,   30.425656
     344,  208.348837,   30.424419
     345,  208.823188,   30.423188
     346,  209.306358,   30.427746
     347,  209.786744,   30.432277
     348,  210.275862,   30.442529
     349,  210.762178,   30.452722
     350,  211.257143,   30.457143
     351,  211.760684,   30.467236
     352,  212.261364,   30.477273
     353,  212.759207,   30.492918
     354,  213.254237,   30.502825
     355,  213.746479,   30.512676
     356,  214.235955,   30.528090
     357,  214.722689,   30.543417
     358,  215.206704,   30.558659
     359,  215.688022,   30.573816
     360,  216.177778,   30.594444
     361,  216.675900,   30.609418
     362,  217.182320,   30.618785
     363,  217.685950,   30.628099
     364,  218.175824,   30.642857
     365,  218.663014,   30.657534
     366,  219.147541,   30.672131
     367,  219.629428,   30.681199
     368,  220.097826,   30.695652
     369,  220.563686,   30.704607
     370,  221.027027,   30.713514
     371,  221.477089,   30.727763
     372,  221.924731,   30.736559
     373,  222.369973,   30.750670
     374,  222.802139,   30.770053
     375,  223.232000,   30.789333
     376,  223.659574,   30.808511
     377,  224.084881,   30.827586
     378,  224.507937,   30.846561
     379,  224.928760,   30.865435
     380,  225.347368,   30.889474
     381,  225.763780,   30.918635
     382,  226.178010,   30.952880
     383,  226.590078,   30.986945
     384,  226.989583,   31.026042
     385,  227.387013,   31.059740
     386,  227.803109,   31.098446
     387,  228.217054,   31.142119
     388,  228.628866,   31.185567
     389,  229.059126,   31.233933
     390,  229.487179,   31.282051
     391,  229.902813,   31.324808
     392,  230.316327,   31.367347
     393,  230.727735,   31.409669
     394,  231.137056,   31.451777
     395,  231.554430,   31.488608
     396,  231.969697,   31.525253
     397,  232.382872,   31.561713
     398,  232.793970,   31.597990
     399,  233.203008,   31.634085
     400,  233.610000,   31.670000
     401,  234.014963,   31.705736
     402,  234.417910,   31.736318
     403,  234.818859,   31.761787
     404,  235.217822,   31.787129
     405,  235.614815,   31.807407
     406,  236.019704,   31.822660
