 paso,E_prom_acum,M_prom_acum
       1,  -20.000000,   20.000000
       2,  -18.000000,   19.000000
       3,  -17.333333,   18.666667
       4,  -17.000000,   18.500000
       5,  -16.800000,   18.000000
       6,  -15.333333,   17.333333
       7,  -14.285714,   16.571429
       8,  -13.500000,   16.000000
       9,  -12.444444,   15.777778
      10,  -11.200000,   15.800000
      11,   -9.454545,   15.636364
      12,   -7.666667,   15.666667
      13,   -6.153846,   15.538462
      14,   -4.857143,   15.571429
      15,   -3.733333,   15.600000
      16,   -2.750000,   15.500000
      17,   -1.411765,   15.294118
      18,   -0.222222,   15.222222
      19,    1.052632,   15.052632
      20,    2.600000,   15.000000
      21,    4.190476,   14.857143
      22,    5.454545,   14.636364
      23,    6.956522,   14.521739
      24,    8.666667,   14.500000
      25,   10.240000,   14.480000
      26,   11.692308,   14.461538
      27,   13.037037,   14.370370
      28,   14.428571,   14.214286
      29,   15.586207,   14.137931
      30,   16.666667,   14.066667
      31,   17.806452,   13.935484
      32,   18.875000,   13.812500
      33,   19.878788,   13.757576
      34,   20.823529,   13.647059
      35,   21.828571,   13.485714
      36,   22.777778,   13.333333
      37,   23.675676,   13.135135
      38,   24.526316,   12.947368
      39,   25.333333,   12.820513
      40,   26.100000,   12.700000
      41,   26.829268,   12.536585
      42,   27.619048,   12.333333
      43,   28.465116,   12.093023
      44,   29.272727,   11.909091
      45,   30.044444,   11.733333
      46,   30.956522,   11.521739
      47,   31.914894,   11.361702
      48,   32.833333,   11.166667
      49,   33.632653,   11.020408
      50,   34.400000,   10.840000
      51,   35.215686,   10.705882
      52,   36.000000,   10.615385
      53,   36.754717,   10.528302
      54,   37.481481,   10.444444
      55,   38.109091,   10.327273
      56,   38.714286,   10.178571
      57,   39.298246,   10.000000
      58,   40.000000,    9.793103
      59,   40.677966,    9.559322
      60,   41.333333,    9.366667
      61,   42.032787,    9.213115
      62,   42.838710,    9.096774
      63,   43.682540,    9.015873
      64,   44.500000,    8.937500
      65,   45.292308,    8.861538
      66,   46.121212,    8.757576
      67,   47.044776,    8.686567
      68,   48.000000,    8.647059
      69,   48.985507,    8.637681
      70,   49.942857,    8.657143
      71,   50.929577,    8.704225
      72,   51.777778,    8.777778
      73,   52.657534,    8.876712
      74,   53.513514,    8.945946
      75,   54.346667,    9.013333
      76,   55.157895,    9.078947
      77,   55.948052,    9.168831
      78,   56.717949,    9.230769
      79,   57.468354,    9.291139
      80,   58.250000,    9.375000
      81,   59.012346,    9.456790
      82,   59.707317,    9.512195
      83,   60.385542,    9.566265
      84,   61.047619,    9.619048
      85,   61.694118,    9.670588
      86,   62.279070,    9.744186
      87,   62.850575,    9.816092
      88,   63.409091,    9.863636
      89,   63.955056,    9.910112
      90,   64.488889,    9.955556
      91,   65.010989,   10.000000
      92,   65.521739,   10.043478
      93,   66.021505,   10.107527
      94,   66.510638,   10.191489
      95,   66.989474,   10.252632
      96,   67.500000,   10.291667
      97,   68.000000,   10.350515
      98,   68.489796,   10.387755
      99,   69.050505,   10.404040
     100,   69.600000,   10.420000
     101,   70.138614,   10.435644
     102,   70.666667,   10.470588
     103,   71.184466,   10.504854
     104,   71.653846,   10.519231
     105,   72.152381,   10.552381
     106,   72.679245,   10.566038
     107,   73.233645,   10.598131
     108,   73.777778,   10.629630
     109,   74.311927,   10.660550
     110,   74.836364,   10.690909
     111,   75.351351,   10.720721
     112,   75.821429,   10.732143
     113,   76.283186,   10.761062
     114,   76.736842,   10.771930
     115,   77.182609,   10.765217
     116,   77.620690,   10.775862
     117,   78.051282,   10.769231
     118,   78.474576,   10.762712
     119,   78.857143,   10.739496
     120,   79.266667,   10.733333
     121,   79.669421,   10.710744
     122,   80.065574,   10.688525
     123,   80.487805,   10.682927
     124,   80.935484,   10.661290
     125,   81.344000,   10.624000
     126,   81.746032,   10.603175
     127,   82.141732,   10.582677
     128,   82.531250,   10.562500
     129,   82.976744,   10.527132
     130,   83.384615,   10.507692
     131,   83.786260,   10.503817
     132,   84.181818,   10.500000
     133,   84.571429,   10.511278
     134,   84.955224,   10.537313
     135,   85.362963,   10.577778
     136,   85.735294,   10.632353
     137,   86.072993,   10.700730
     138,   86.405797,   10.782609
     139,   86.762590,   10.848921
     140,   87.114286,   10.928571
     141,   87.432624,   10.992908
     142,   87.718310,   11.070423
     143,   88.027972,   11.132867
     144,   88.333333,   11.194444
     145,   88.634483,   11.255172
     146,   88.958904,   11.301370
     147,   89.306122,   11.360544
     148,   89.648649,   11.432432
     149,   89.986577,   11.516779
     150,   90.320000,   11.600000
     151,   90.649007,   11.695364
     152,   90.973684,   11.776316
     153,   91.294118,   11.843137
     154,   91.662338,   11.896104
     155,   92.077419,   11.961290
     156,   92.487179,   12.012821
     157,   92.891720,   12.063694
     158,   93.265823,   12.101266
     159,   93.660377,   12.150943
     160,   94.050000,   12.200000
     161,   94.434783,   12.236025
     162,   94.814815,   12.259259
     163,   95.190184,   12.282209
     164,   95.609756,   12.292683
     165,   96.024242,   12.315152
     166,   96.433735,   12.349398
     167,   96.838323,   12.371257
     168,   97.238095,   12.380952
     169,   97.633136,   12.378698
     170,   98.023529,   12.364706
     171,   98.409357,   12.362573
     172,   98.813953,   12.348837
     173,   99.213873,   12.335260
     174,   99.563218,   12.310345
     175,   99.908571,   12.285714
     176,  100.227273,   12.272727
     177,  100.542373,   12.271186
     178,  100.853933,   12.269663
     179,  101.206704,   12.256983
     180,  101.577778,   12.233333
     181,  101.944751,   12.198895
     182,  102.307692,   12.175824
     183,  102.666667,   12.163934
     184,  103.043478,   12.141304
     185,  103.437838,   12.108108
     186,  103.849462,   12.064516
     187,  104.256684,   12.010695
     188,  104.702128,   11.946809
     189,  105.142857,   11.873016
     190,  105.578947,   11.800000
     191,  106.052356,   11.738220
     192,  106.520833,   11.666667
     193,  106.984456,   11.585492
     194,  107.443299,   11.515464
     195,  107.938462,   11.456410
     196,  108.408163,   11.408163
     197,  108.913706,   11.350254
     198,  109.414141,   11.282828
     199,  109.889447,   11.226131
     200,  110.400000,   11.160000
     201,  110.905473,   11.094527
     202,  111.366337,   11.039604
     203,  111.822660,   10.985222
     204,  112.294118,   10.941176
     205,  112.780488,   10.907317
     206,  113.262136,   10.883495
     207,  113.719807,   10.869565
     208,  114.173077,   10.846154
     209,  114.641148,   10.813397
     210,  115.104762,   10.771429
     211,  115.582938,   10.720379
     212,  116.056604,   10.669811
     213,  116.525822,   10.629108
     214,  116.990654,   10.579439
     215,  117.451163,   10.530233
     216,  117.944444,   10.490741
     217,  118.396313,   10.460829
     218,  118.825688,   10.422018
     219,  119.251142,   10.374429
     220,  119.709091,   10.318182
     221,  120.162896,   10.253394
     222,  120.612613,   10.198198
     223,  121.058296,   10.143498
     224,  121.500000,   10.089286
     225,  121.937778,   10.026667
     226,  122.389381,    9.955752
     227,  122.854626,    9.894273
     228,  123.350877,    9.842105
     229,  123.842795,    9.790393
     230,  124.347826,    9.747826
     231,  124.831169,    9.714286
     232,  125.327586,    9.689655
     233,  125.819742,    9.665236
     234,  126.307692,    9.632479
     235,  126.791489,    9.600000
     236,  127.271186,    9.559322
     237,  127.746835,    9.527426
     238,  128.252101,    9.504202
     239,  128.736402,    9.489540
     240,  129.233333,    9.483333
     241,  129.726141,    9.477178
     242,  130.214876,    9.462810
     243,  130.716049,    9.440329
     244,  131.229508,    9.409836
     245,  131.738776,    9.379592
     246,  132.243902,    9.349593
     247,  132.744939,    9.319838
     248,  133.241935,    9.282258
     249,  133.751004,    9.253012
     250,  134.240000,    9.216000
     251,  134.725100,    9.187251
     252,  135.222222,    9.150794
     253,  135.731225,    9.106719
     254,  136.236220,    9.055118
     255,  136.737255,    8.996078
     256,  137.234375,    8.937500
     257,  137.712062,    8.871595
     258,  138.186047,    8.806202
     259,  138.656371,    8.749035
     260,  139.138462,    8.684615
     261,  139.632184,    8.628352
     262,  140.137405,    8.564885
     263,  140.623574,    8.509506
     264,  141.121212,    8.462121
     265,  141.615094,    8.415094
     266,  142.105263,    8.368421
     267,  142.606742,    8.314607
     268,  143.089552,    8.268657
     269,  143.583643,    8.230483
     270,  144.074074,    8.200000
     271,  144.560886,    8.162362
     272,  145.044118,    8.125000
     273,  145.523810,    8.095238
     274,  146.000000,    8.072993
     275,  146.472727,    8.043636
     276,  146.942029,    8.014493
     277,  147.407942,    7.985560
     278,  147.870504,    7.949640
     279,  148.315412,    7.906810
     280,  148.771429,    7.871429
     281,  149.209964,    7.829181
     282,  149.645390,    7.780142
     283,  150.077739,    7.724382
     284,  150.492958,    7.661972
     285,  150.905263,    7.607018
     286,  151.314685,    7.559441
     287,  151.721254,    7.512195
     288,  152.125000,    7.458333
     289,  152.525952,    7.397924
     290,  152.924138,    7.337931
     291,  153.333333,    7.285223
     292,  153.753425,    7.239726
     293,  154.170648,    7.194539
     294,  154.585034,    7.142857
     295,  154.996610,    7.091525
     296,  155.405405,    7.033784
     297,  155.797980,    6.983165
     298,  156.187919,    6.932886
     299,  156.588629,    6.876254
     300,  156.986667,    6.813333
     301,  157.382060,    6.757475
     302,  157.774834,    6.695364
     303,  158.165017,    6.633663
     304,  158.552632,    6.565789
     305,  158.937705,    6.498361
     306,  159.320261,    6.431373
     307,  159.700326,    6.358306
     308,  160.077922,    6.285714
     309,  160.440129,    6.220065
     310,  160.800000,    6.161290
     311,  161.157556,    6.096463
     312,  161.512821,    6.032051
     313,  161.865815,    5.968051
     314,  162.216561,    5.904459
     315,  162.565079,    5.834921
     316,  162.924051,    5.759494
     317,  163.268139,    5.678233
     318,  163.610063,    5.591195
     319,  163.937304,    5.498433
     320,  164.275000,    5.400000
     321,  164.610592,    5.308411
     322,  164.931677,    5.223602
     323,  165.250774,    5.139319
     324,  165.580247,    5.049383
     325,  165.932308,    4.953846
     326,  166.282209,    4.865031
     327,  166.617737,    4.770642
     328,  166.951220,    4.670732
     329,  167.282675,    4.571429
     330,  167.587879,    4.478788
     331,  167.891239,    4.380665
     332,  168.192771,    4.283133
     333,  168.480480,    4.192192
     334,  168.766467,    4.101796
     335,  169.062687,    4.005970
     336,  169.357143,    3.910714
     337,  169.649852,    3.821958
     338,  169.952663,    3.739645
     339,  170.253687,    3.657817
     340,  170.552941,    3.576471
     341,  170.862170,    3.501466
     342,  171.157895,    3.432749
     343,  171.451895,    3.358601
     344,  171.744186,    3.290698
     345,  172.023188,    3.228986
     346,  172.312139,    3.173410
     347,  172.587896,    3.123919
     348,  172.862069,    3.074713
     349,  173.157593,    3.020057
     350,  173.451429,    2.971429
     351,  173.754986,    2.917379
     352,  174.056818,    2.869318
     353,  174.356941,    2.827195
     354,  174.655367,    2.785311
     355,  174.952113,    2.749296
     356,  175.247191,    2.713483
     357,  175.540616,    2.683473
     358,  175.832402,    2.659218
     359,  176.122563,    2.635097
     360,  176.411111,    2.611111
     361,  176.698061,    2.592798
     362,  176.983425,    2.574586
     363,  177.278237,    2.550964
     364,  177.549451,    2.521978
     365,  177.830137,    2.487671
     366,  178.098361,    2.448087
     367,  178.365123,    2.408719
     368,  178.630435,    2.369565
     369,  178.883469,    2.325203
     370,  179.135135,    2.286486
     371,  179.385445,    2.247978
     372,  179.645161,    2.215054
     373,  179.914209,    2.187668
     374,  180.192513,    2.165775
     375,  180.490667,    2.149333
     376,  180.787234,    2.132979
     377,  181.082228,    2.116711
     378,  181.375661,    2.100529
     379,  181.678100,    2.079156
     380,  181.978947,    2.052632
     381,  182.278215,    2.031496
     382,  182.586387,    2.005236
     383,  182.892950,    1.979112
     384,  183.197917,    1.953125
     385,  183.501299,    1.922078
     386,  183.813472,    1.896373
     387,  184.134367,    1.875969
     388,  184.453608,    1.855670
     389,  184.771208,    1.835476
     390,  185.076923,    1.820513
     391,  185.381074,    1.805627
     392,  185.683673,    1.790816
     393,  185.974555,    1.770992
     394,  186.263959,    1.751269
     395,  186.551899,    1.731646
     396,  186.848485,    1.707071
     397,  187.133501,    1.687657
     398,  187.427136,    1.663317
     399,  187.719298,    1.639098
     400,  188.010000,    1.620000
     401,  188.319202,    1.596010
     402,  188.626866,    1.572139
     403,  188.933002,    1.548387
     404,  189.237624,    1.524752
     405,  189.550617,    1.506173
     406,  189.852217,    1.482759
     407,  190.152334,    1.454545
     408,  190.450980,    1.421569
     409,  190.757946,    1.393643
     410,  191.063415,    1.365854
     411,  191.386861,    1.333333
     412,  191.708738,    1.305825
     413,  192.029056,    1.278450
     414,  192.338164,    1.246377
     415,  192.655422,    1.209639
     416,  192.980769,    1.168269
     417,  193.294964,    1.122302
     418,  193.607656,    1.071770
     419,  193.918854,    1.021480
     420,  194.228571,    0.971429
     421,  194.546318,    0.916865
     422,  194.843602,    0.867299
     423,  195.130024,    0.813239
     424,  195.405660,    0.754717
     425,  195.680000,    0.696471
     426,  195.953052,    0.638498
     427,  196.224824,    0.576112
     428,  196.495327,    0.518692
     429,  196.755245,    0.456876
     430,  197.023256,    0.390698
     431,  197.280742,    0.329466
     432,  197.527778,    0.263889
     433,  197.773672,    0.198614
     434,  198.009217,    0.138249
     435,  198.243678,    0.082759
     436,  198.486239,    0.022936
     437,  198.727689,   -0.032037
     438,  198.968037,   -0.086758
     439,  199.216401,   -0.136674
     440,  199.463636,   -0.186364
     441,  199.718821,   -0.240363
     442,  199.981900,   -0.289593
     443,  200.252822,   -0.343115
     444,  200.522523,   -0.396396
     445,  200.791011,   -0.453933
     446,  201.058296,   -0.511211
     447,  201.324385,   -0.572707
     448,  201.580357,   -0.638393
     449,  201.835189,   -0.699332
     450,  202.088889,   -0.755556
     451,  202.341463,   -0.815965
     452,  202.592920,   -0.871681
     453,  202.852097,   -0.931567
     454,  203.110132,   -0.995595
     455,  203.367033,   -1.059341
     456,  203.622807,   -1.122807
     457,  203.877462,   -1.181619
     458,  204.131004,   -1.244541
     459,  204.392157,   -1.302832
     460,  204.643478,   -1.365217
     461,  204.911063,   -1.431670
     462,  205.168831,   -1.493506
     463,  205.425486,   -1.559395
     464,  205.681034,   -1.625000
     465,  205.935484,   -1.690323
     466,  206.171674,   -1.759657
     467,  206.406852,   -1.832976
     468,  206.641026,   -1.901709
     469,  206.874200,   -1.974414
     470,  207.106383,   -2.046809
     471,  207.329087,   -2.123142
