 paso,E_prom_acum,M_prom_acum
       1,   48.000000,   62.000000
       2,   48.000000,   61.000000
       3,   48.000000,   60.000000
       4,   48.000000,   59.000000
       5,   48.800000,   58.000000
       6,   49.333333,   57.333333
       7,   49.714286,   56.571429
       8,   50.500000,   56.250000
       9,   51.555556,   55.777778
      10,   52.400000,   55.600000
      11,   53.454545,   55.636364
      12,   54.333333,   55.666667
      13,   55.076923,   55.846154
      14,   55.714286,   55.857143
      15,   56.266667,   55.866667
      16,   56.750000,   55.875000
      17,   57.176471,   55.764706
      18,   57.555556,   55.555556
      19,   57.894737,   55.368421
      20,   58.400000,   55.100000
      21,   58.857143,   54.857143
      22,   59.272727,   54.636364
      23,   59.652174,   54.521739
      24,   60.166667,   54.500000
      25,   60.640000,   54.400000
      26,   61.076923,   54.230769
      27,   61.481481,   54.000000
      28,   61.857143,   53.714286
      29,   62.206897,   53.379310
      30,   62.533333,   53.133333
      31,   62.838710,   52.838710
      32,   63.125000,   52.562500
      33,   63.393939,   52.303030
      34,   63.647059,   52.058824
      35,   63.885714,   51.828571
      36,   64.222222,   51.555556
      37,   64.540541,   51.297297
      38,   64.842105,   51.052632
      39,   65.128205,   50.820513
      40,   65.400000,   50.650000
      41,   65.853659,   50.439024
      42,   66.285714,   50.285714
      43,   66.790698,   50.186047
      44,   67.272727,   50.136364
      45,   67.822222,   50.133333
      46,   68.347826,   50.130435
      47,   68.851064,   50.127660
      48,   69.333333,   50.166667
      49,   69.877551,   50.244898
      50,   70.480000,   50.280000
      51,   71.058824,   50.313725
      52,   71.615385,   50.346154
      53,   72.150943,   50.339623
      54,   72.740741,   50.296296
      55,   73.381818,   50.290909
      56,   74.000000,   50.285714
      57,   74.596491,   50.315789
      58,   75.172414,   50.344828
      59,   75.796610,   50.406780
      60,   76.400000,   50.466667
      61,   77.049180,   50.557377
      62,   77.677419,   50.677419
      63,   78.285714,   50.793651
      64,   78.937500,   50.875000
      65,   79.569231,   50.953846
      66,   80.181818,   51.060606
      67,   80.776119,   51.194030
      68,   81.352941,   51.323529
      69,   81.913043,   51.449275
      70,   82.514286,   51.542857
      71,   83.098592,   51.605634
      72,   83.666667,   51.666667
      73,   84.219178,   51.698630
      74,   84.864865,   51.702703
      75,   85.493333,   51.733333
      76,   86.105263,   51.789474
      77,   86.701299,   51.870130
      78,   87.282051,   51.948718
      79,   87.898734,   52.000000
      80,   88.500000,   52.025000
      81,   89.086420,   52.049383
      82,   89.658537,   52.073171
      83,   90.265060,   52.120482
      84,   90.857143,   52.190476
      85,   91.435294,   52.258824
      86,   92.000000,   52.325581
      87,   92.551724,   52.390805
      88,   93.090909,   52.477273
      89,   93.617978,   52.561798
      90,   94.177778,   52.666667
      91,   94.725275,   52.747253
      92,   95.304348,   52.804348
      93,   95.870968,   52.860215
      94,   96.425532,   52.893617
      95,   97.010526,   52.905263
      96,   97.583333,   52.937500
      97,   98.144330,   52.969072
      98,   98.693878,   53.000000
      99,   99.232323,   53.010101
     100,   99.840000,   53.040000
     101,  100.435644,   53.069307
     102,  101.019608,   53.078431
     103,  101.592233,   53.087379
     104,  102.192308,   53.115385
     105,  102.780952,   53.142857
     106,  103.358491,   53.150943
     107,  103.925234,   53.177570
     108,  104.481481,   53.203704
     109,  105.064220,   53.211009
     110,  105.636364,   53.218182
     111,  106.270270,   53.243243
     112,  106.892857,   53.267857
     113,  107.539823,   53.309735
     114,  108.175439,   53.368421
     115,  108.800000,   53.408696
     116,  109.448276,   53.465517
     117,  110.085470,   53.504274
     118,  110.711864,   53.525424
     119,  111.327731,   53.563025
     120,  111.966667,   53.583333
     121,  112.628099,   53.619835
     122,  113.278689,   53.672131
     123,  113.918699,   53.723577
     124,  114.548387,   53.790323
     125,  115.168000,   53.856000
     126,  115.777778,   53.936508
     127,  116.377953,   54.015748
     128,  117.031250,   54.109375
     129,  117.674419,   54.201550
     130,  118.307692,   54.292308
     131,  118.931298,   54.381679
     132,  119.575758,   54.484848
     133,  120.210526,   54.586466
     134,  120.835821,   54.686567
     135,  121.451852,   54.785185
     136,  122.058824,   54.897059
     137,  122.656934,   55.021898
     138,  123.246377,   55.144928
     139,  123.884892,   55.251799
     140,  124.514286,   55.357143
     141,  125.134752,   55.475177
     142,  125.746479,   55.577465
     143,  126.377622,   55.664336
     144,  127.000000,   55.750000
     145,  127.613793,   55.820690
     146,  128.246575,   55.904110
     147,  128.897959,   56.000000
     148,  129.540541,   56.094595
     149,  130.201342,   56.201342
     150,  130.880000,   56.320000
     151,  131.549669,   56.437086
     152,  132.210526,   56.565789
     153,  132.862745,   56.692810
     154,  133.506494,   56.818182
     155,  134.141935,   56.941935
     156,  134.769231,   57.064103
     157,  135.439490,   57.171975
     158,  136.101266,   57.291139
     159,  136.754717,   57.396226
     160,  137.400000,   57.500000
     161,  138.037267,   57.590062
     162,  138.691358,   57.691358
     163,  139.337423,   57.791411
     164,  139.975610,   57.890244
     165,  140.630303,   58.000000
     166,  141.301205,   58.096386
     167,  141.988024,   58.203593
     168,  142.690476,   58.321429
     169,  143.384615,   58.437870
     170,  144.070588,   58.552941
     171,  144.795322,   58.654971
     172,  145.511628,   58.744186
     173,  146.219653,   58.843931
     174,  146.919540,   58.931034
     175,  147.634286,   59.005714
     176,  148.340909,   59.090909
     177,  149.039548,   59.186441
     178,  149.730337,   59.280899
     179,  150.413408,   59.363128
     180,  151.088889,   59.444444
     181,  151.756906,   59.524862
     182,  152.417582,   59.593407
     183,  153.071038,   59.661202
     184,  153.717391,   59.739130
     185,  154.378378,   59.827027
     186,  155.032258,   59.913978
     187,  155.700535,   60.010695
     188,  156.361702,   60.106383
     189,  157.037037,   60.211640
     190,  157.705263,   60.305263
     191,  158.366492,   60.408377
     192,  159.020833,   60.510417
     193,  159.668394,   60.621762
     194,  160.309278,   60.721649
     195,  160.943590,   60.820513
     196,  161.571429,   60.918367
     197,  162.192893,   61.015228
     198,  162.808081,   61.111111
     199,  163.417085,   61.216080
     200,  164.020000,   61.320000
     201,  164.616915,   61.422886
     202,  165.227723,   61.534653
     203,  165.832512,   61.645320
     204,  166.431373,   61.764706
     205,  167.024390,   61.873171
     206,  167.611650,   61.990291
     207,  168.193237,   62.096618
     208,  168.769231,   62.201923
     209,  169.339713,   62.306220
     210,  169.904762,   62.409524
     211,  170.464455,   62.521327
     212,  171.018868,   62.641509
     213,  171.568075,   62.760563
     214,  172.112150,   62.869159
     215,  172.651163,   62.967442
     216,  173.203704,   63.074074
     217,  173.788018,   63.170507
     218,  174.366972,   63.266055
     219,  174.940639,   63.360731
     220,  175.509091,   63.454545
     221,  176.072398,   63.547511
     222,  176.630631,   63.639640
     223,  177.183857,   63.730942
     224,  177.732143,   63.812500
     225,  178.275556,   63.884444
     226,  178.814159,   63.964602
     227,  179.348018,   64.044053
     228,  179.894737,   64.131579
     229,  180.436681,   64.227074
     230,  180.973913,   64.321739
     231,  181.523810,   64.424242
     232,  182.086207,   64.534483
     233,  182.643777,   64.652361
     234,  183.196581,   64.777778
     235,  183.744681,   64.902128
     236,  184.305085,   65.033898
     237,  184.877637,   65.156118
     238,  185.478992,   65.268908
     239,  186.075314,   65.372385
     240,  186.666667,   65.483333
     241,  187.253112,   65.601660
     242,  187.834711,   65.727273
     243,  188.411523,   65.851852
     244,  188.983607,   65.975410
     245,  189.551020,   66.097959
     246,  190.113821,   66.227642
     247,  190.672065,   66.356275
     248,  191.225806,   66.483871
     249,  191.807229,   66.618474
     250,  192.384000,   66.760000
     251,  192.956175,   66.900398
     252,  193.555556,   67.047619
     253,  194.150198,   67.185771
     254,  194.755906,   67.314961
     255,  195.356863,   67.450980
     256,  195.953125,   67.585938
     257,  196.560311,   67.727626
     258,  197.162791,   67.875969
     259,  197.760618,   68.030888
     260,  198.353846,   68.184615
     261,  198.942529,   68.337165
     262,  199.541985,   68.480916
     263,  200.136882,   68.623574
     264,  200.727273,   68.765152
     265,  201.313208,   68.905660
     266,  201.894737,   69.045113
     267,  202.471910,   69.183521
     268,  203.044776,   69.328358
     269,  203.613383,   69.479554
     270,  204.177778,   69.629630
     271,  204.752768,   69.785978
     272,  205.323529,   69.941176
     273,  205.890110,   70.095238
