 paso,E_prom_acum,M_prom_acum
       1,   48.000000,   26.000000
       2,   48.000000,   27.000000
       3,   48.000000,   28.000000
       4,   49.000000,   29.000000
       5,   50.400000,   29.200000
       6,   51.333333,   29.333333
       7,   52.000000,   29.714286
       8,   53.000000,   30.250000
       9,   54.222222,   30.444444
      10,   55.200000,   30.600000
      11,   55.636364,   30.545455
      12,   56.000000,   30.666667
      13,   56.307692,   30.615385
      14,   56.857143,   30.428571
      15,   57.333333,   30.133333
      16,   58.000000,   30.000000
      17,   58.588235,   30.000000
      18,   59.333333,   30.111111
      19,   60.000000,   30.105263
      20,   60.800000,   30.200000
      21,   61.523810,   30.285714
      22,   62.181818,   30.363636
      23,   62.782609,   30.521739
      24,   63.333333,   30.750000
      25,   63.840000,   31.040000
      26,   64.307692,   31.230769
      27,   64.740741,   31.333333
      28,   65.000000,   31.357143
      29,   65.517241,   31.310345
      30,   66.000000,   31.200000
      31,   66.451613,   31.161290
      32,   67.000000,   31.062500
      33,   67.636364,   31.030303
      34,   68.352941,   30.941176
      35,   69.028571,   30.857143
      36,   69.555556,   30.722222
      37,   70.162162,   30.540541
      38,   70.736842,   30.368421
      39,   71.384615,   30.153846
      40,   72.000000,   29.900000
      41,   72.585366,   29.658537
      42,   73.142857,   29.380952
      43,   73.674419,   29.069767
      44,   74.272727,   28.818182
      45,   74.844444,   28.577778
      46,   75.391304,   28.347826
      47,   75.914894,   28.085106
      48,   76.583333,   27.875000
      49,   77.387755,   27.632653
      50,   78.080000,   27.440000
      51,   78.666667,   27.294118
      52,   79.153846,   27.192308
      53,   79.698113,   27.056604
      54,   80.148148,   26.888889
      55,   80.727273,   26.763636
      56,   81.285714,   26.642857
      57,   81.824561,   26.491228
      58,   82.482759,   26.379310
      59,   83.118644,   26.237288
      60,   83.733333,   26.066667
      61,   84.327869,   25.868852
      62,   84.903226,   25.677419
      63,   85.460317,   25.492063
      64,   86.000000,   25.281250
      65,   86.523077,   25.107692
      66,   87.030303,   24.909091
      67,   87.522388,   24.746269
      68,   88.000000,   24.588235
      69,   88.463768,   24.405797
      70,   88.857143,   24.200000
      71,   89.239437,   24.000000
      72,   89.611111,   23.805556
      73,   89.972603,   23.616438
      74,   90.432432,   23.459459
      75,   90.880000,   23.306667
      76,   91.368421,   23.184211
      77,   91.844156,   23.090909
      78,   92.358974,   23.025641
      79,   92.911392,   22.987342
      80,   93.450000,   22.950000
      81,   93.975309,   22.913580
      82,   94.487805,   22.902439
      83,   94.987952,   22.891566
      84,   95.571429,   22.904762
      85,   96.188235,   22.941176
      86,   96.837209,   22.953488
      87,   97.517241,   22.942529
      88,   98.227273,   22.909091
      89,   98.921348,   22.853933
      90,   99.600000,   22.800000
      91,  100.263736,   22.725275
      92,  100.913043,   22.652174
      93,  101.548387,   22.602151
      94,  102.170213,   22.553191
      95,  102.863158,   22.484211
      96,  103.500000,   22.395833
      97,  104.164948,   22.288660
      98,  104.816327,   22.183673
      99,  105.494949,   22.060606
     100,  106.160000,   21.940000
     101,  106.811881,   21.841584
     102,  107.450980,   21.745098
     103,  108.116505,   21.631068
     104,  108.769231,   21.500000
     105,  109.409524,   21.371429
     106,  110.037736,   21.226415
     107,  110.691589,   21.065421
     108,  111.333333,   20.907407
     109,  111.963303,   20.733945
     110,  112.581818,   20.545455
     111,  113.189189,   20.378378
     112,  113.785714,   20.214286
     113,  114.407080,   20.070796
     114,  115.017544,   19.912281
     115,  115.582609,   19.773913
     116,  116.137931,   19.655172
     117,  116.717949,   19.521368
     118,  117.288136,   19.389831
     119,  117.848739,   19.260504
     120,  118.400000,   19.133333
     121,  118.942149,   18.991736
     122,  119.475410,   18.852459
     123,  120.032520,   18.731707
     124,  120.580645,   18.612903
     125,  121.120000,   18.480000
     126,  121.682540,   18.333333
     127,  122.236220,   18.204724
     128,  122.812500,   18.062500
     129,  123.441860,   17.906977
     130,  124.061538,   17.753846
     131,  124.671756,   17.603053
     132,  125.272727,   17.469697
     133,  125.864662,   17.353383
     134,  126.477612,   17.253731
     135,  127.081481,   17.140741
     136,  127.676471,   17.014706
     137,  128.291971,   16.875912
     138,  128.869565,   16.724638
     139,  129.438849,   16.575540
     140,  130.000000,   16.414286
     141,  130.553191,   16.269504
     142,  131.098592,   16.140845
     143,  131.636364,   16.013986
     144,  132.166667,   15.875000
