 paso,E_prom_acum,M_prom_acum
       1,   -8.000000,  -10.000000
       2,   -8.000000,  -10.000000
       3,   -8.000000,  -10.666667
       4,   -8.000000,  -10.500000
       5,   -8.000000,  -10.400000
       6,   -8.000000,  -10.333333
       7,   -8.000000,  -10.000000
       8,   -8.000000,   -9.500000
       9,   -8.000000,   -9.333333
      10,   -8.000000,   -9.200000
      11,   -7.636364,   -8.909091
      12,   -7.333333,   -8.666667
      13,   -6.769231,   -8.615385
      14,   -6.285714,   -8.428571
      15,   -5.866667,   -8.133333
      16,   -5.500000,   -8.000000
      17,   -5.176471,   -7.882353
      18,   -4.888889,   -7.777778
      19,   -4.421053,   -7.789474
      20,   -3.800000,   -7.700000
      21,   -3.238095,   -7.714286
      22,   -2.727273,   -7.727273
      23,   -2.260870,   -7.739130
      24,   -1.833333,   -7.750000
      25,   -1.440000,   -7.840000
      26,   -0.923077,   -8.000000
      27,   -0.444444,   -8.148148
      28,    0.000000,   -8.285714
      29,    0.413793,   -8.413793
      30,    0.800000,   -8.533333
      31,    1.419355,   -8.580645
      32,    2.000000,   -8.625000
      33,    2.666667,   -8.727273
      34,    3.294118,   -8.882353
      35,    3.885714,   -8.971429
      36,    4.444444,   -9.055556
      37,    4.972973,   -9.081081
      38,    5.473684,   -9.052632
      39,    5.948718,   -9.025641
      40,    6.500000,   -8.950000
      41,    7.024390,   -8.829268
      42,    7.523810,   -8.761905
      43,    8.093023,   -8.651163
      44,    8.636364,   -8.590909
      45,    9.155556,   -8.488889
      46,    9.652174,   -8.391304
      47,   10.127660,   -8.297872
      48,   10.583333,   -8.208333
      49,   11.020408,   -8.122449
      50,   11.440000,   -8.000000
      51,   11.843137,   -7.843137
      52,   12.307692,   -7.730769
      53,   12.754717,   -7.660377
      54,   13.185185,   -7.592593
      55,   13.672727,   -7.490909
      56,   14.285714,   -7.428571
      57,   14.877193,   -7.368421
      58,   15.448276,   -7.344828
      59,   16.000000,   -7.355932
      60,   16.533333,   -7.333333
      61,   17.049180,   -7.344262
      62,   17.548387,   -7.354839
      63,   18.095238,   -7.396825
      64,   18.625000,   -7.468750
      65,   19.138462,   -7.538462
      66,   19.636364,   -7.636364
      67,   20.119403,   -7.731343
      68,   20.647059,   -7.852941
      69,   21.159420,   -7.971014
      70,   21.657143,   -8.057143
      71,   22.140845,   -8.169014
      72,   22.611111,   -8.305556
      73,   23.123288,   -8.410959
      74,   23.621622,   -8.486486
      75,   24.160000,   -8.586667
      76,   24.736842,   -8.657895
      77,   25.298701,   -8.727273
      78,   25.846154,   -8.794872
      79,   26.379747,   -8.886076
      80,   26.900000,   -8.975000
      81,   27.407407,   -9.061728
      82,   28.000000,   -9.170732
      83,   28.578313,   -9.277108
      84,   29.142857,   -9.380952
      85,   29.694118,   -9.482353
      86,   30.232558,   -9.558140
      87,   30.758621,   -9.655172
      88,   31.272727,   -9.750000
      89,   31.865169,   -9.820225
      90,   32.444444,   -9.911111
      91,   33.010989,  -10.000000
      92,   33.565217,  -10.108696
      93,   34.107527,  -10.193548
      94,   34.638298,  -10.297872
      95,   35.200000,  -10.421053
      96,   35.791667,  -10.562500
      97,   36.453608,  -10.680412
      98,   37.102041,  -10.816327
      99,   37.737374,  -10.969697
     100,   38.360000,  -11.100000
     101,   38.970297,  -11.227723
     102,   39.568627,  -11.352941
     103,   40.233010,  -11.456311
     104,   40.884615,  -11.557692
     105,   41.561905,  -11.676190
     106,   42.226415,  -11.811321
     107,   42.878505,  -11.925234
     108,   43.592593,  -12.018519
     109,   44.330275,  -12.128440
     110,   45.054545,  -12.236364
     111,   45.765766,  -12.360360
     112,   46.464286,  -12.482143
     113,   47.150442,  -12.584071
     114,   47.859649,  -12.666667
     115,   48.556522,  -12.747826
     116,   49.275862,  -12.810345
     117,   49.982906,  -12.854701
     118,   50.677966,  -12.881356
     119,   51.394958,  -12.924370
     120,   52.100000,  -12.950000
     121,   52.826446,  -12.991736
     122,   53.573770,  -13.016393
     123,   54.308943,  -13.040650
     124,   55.032258,  -13.048387
     125,   55.744000,  -13.056000
     126,   56.476190,  -13.079365
     127,   57.165354,  -13.086614
     128,   57.843750,  -13.093750
     129,   58.511628,  -13.116279
     130,   59.169231,  -13.138462
     131,   59.816794,  -13.145038
     132,   60.454545,  -13.166667
     133,   61.082707,  -13.172932
     134,   61.701493,  -13.179104
     135,   62.311111,  -13.170370
     136,   62.941176,  -13.176471
     137,   63.562044,  -13.182482
     138,   64.173913,  -13.188406
     139,   64.805755,  -13.208633
     140,   65.428571,  -13.228571
     141,   66.042553,  -13.248227
     142,   66.647887,  -13.281690
     143,   67.244755,  -13.300699
     144,   67.833333,  -13.305556
     145,   68.468966,  -13.296552
     146,   69.123288,  -13.301370
     147,   69.795918,  -13.319728
     148,   70.459459,  -13.351351
     149,   71.114094,  -13.395973
     150,   71.760000,  -13.440000
     151,   72.397351,  -13.470199
     152,   73.052632,  -13.513158
     153,   73.699346,  -13.542484
     154,   74.337662,  -13.571429
     155,   74.967742,  -13.600000
     156,   75.615385,  -13.641026
     157,   76.254777,  -13.681529
     158,   76.886076,  -13.721519
     159,   77.509434,  -13.773585
     160,   78.125000,  -13.825000
     161,   78.732919,  -13.888199
     162,   79.333333,  -13.950617
     163,   79.926380,  -14.012270
     164,   80.536585,  -14.060976
     165,   81.163636,  -14.121212
     166,   81.783133,  -14.180723
     167,   82.395210,  -14.239521
     168,   83.000000,  -14.285714
     169,   83.597633,  -14.331361
     170,   84.188235,  -14.364706
     171,   84.818713,  -14.409357
     172,   85.465116,  -14.441860
     173,   86.104046,  -14.485549
     174,   86.735632,  -14.528736
     175,   87.360000,  -14.582857
     176,   88.000000,  -14.625000
     177,   88.632768,  -14.655367
     178,   89.258427,  -14.685393
     179,   89.877095,  -14.726257
     180,   90.488889,  -14.755556
     181,   91.093923,  -14.773481
     182,   91.692308,  -14.791209
     183,   92.284153,  -14.797814
     184,   92.869565,  -14.804348
     185,   93.470270,  -14.800000
     186,   94.086022,  -14.784946
     187,   94.737968,  -14.780749
     188,   95.404255,  -14.765957
     189,   96.063492,  -14.740741
     190,   96.715789,  -14.726316
     191,   97.361257,  -14.712042
     192,   98.020833,  -14.708333
     193,   98.694301,  -14.715026
     194,   99.360825,  -14.721649
     195,  100.041026,  -14.717949
     196,  100.714286,  -14.704082
     197,  101.380711,  -14.690355
     198,  102.040404,  -14.666667
     199,  102.693467,  -14.653266
     200,  103.340000,  -14.630000
     201,  103.980100,  -14.606965
     202,  104.633663,  -14.574257
     203,  105.280788,  -14.541872
     204,  105.921569,  -14.519608
     205,  106.556098,  -14.497561
     206,  107.203883,  -14.485437
     207,  107.864734,  -14.483092
     208,  108.538462,  -14.490385
     209,  109.205742,  -14.497608
     210,  109.866667,  -14.495238
     211,  110.521327,  -14.483412
     212,  111.188679,  -14.481132
     213,  111.868545,  -14.488263
     214,  112.560748,  -14.504673
     215,  113.246512,  -14.520930
     216,  113.925926,  -14.527778
     217,  114.599078,  -14.525346
